mall_id,name,region,operator,lat,lon,A_dining_count,A_dining_score,B_fitness_count,B_fitness_score,C_engagement_count,C_engagement_score,D_healthcare_count,D_healthcare_score,E_infra_count,E_infra_score,F_partnership_score,pop_catchment,senior_pop_catchment,reach_population_score,mrt_count,bus_count,accessibility_score,engagement_gap_score,supply_score,demand_score,hpm_index,rank,tier,top10,top20,top50,supply_high,demand_high,quadrant
32,People's Park Centre,Central,Management Corporation Strata Title 0393,1.285770099818055,103.8439801228374,19,9.178743961352655,1,14.285714285714285,1,50.0,4,23.52941176470588,93,19.537815126050425,0.0,25930.0,5480.0,13.84899880231885,58,11,63.41023792357606,50.0,18.8428350406185,42.419745575298315,25.915908201022443,30,Platinum,False,False,True,True,False,Quick Wins
81,Hillion Mall,West,Unknown,1.37843100827587,103.7628427898765,32,15.458937198067632,0,0.0,1,50.0,2,11.76470588235294,21,4.411764705882353,0.0,129540.0,16600.0,58.896537240450165,17,16,48.48594087959624,50.0,14.42486817593382,52.46082604001547,25.835655535158313,31,Platinum,False,False,True,True,True,Pioneer HPM
207,ERA APAC Centre,Central,Eng Wah Organisation (former),1.331676533749419,103.8493839451847,7,3.3816425120772946,2,28.57142857142857,1,50.0,1,5.88235294117647,33,6.932773109243698,0.0,103240.0,21020.0,54.37716364869247,8,13,34.42682047584715,50.0,17.045787719274504,46.26799470817988,25.812449815946117,32,Platinum,False,False,True,True,True,Pioneer HPM
134,Seletar Mall,North-East,Unknown,1.391470153746278,103.876125507257,41,19.806763285024154,0,0.0,2,100.0,6,35.294117647058826,0,0.0,0.0,108000.0,11800.0,47.1556243647659,9,10,27.2170151405912,0.0,26.090113984402134,24.790879835119036,25.700343739617207,33,Platinum,False,False,True,True,False,Quick Wins
96,600 @ Toa Payoh,Central,Unknown,1.334036238944651,103.8509777064745,2,0.966183574879227,0,0.0,2,100.0,6,35.294117647058826,26,5.46218487394958,0.0,110400.0,22900.0,58.551500818221555,7,18,46.89978370583994,0.0,21.463529050911824,35.150428174687164,25.569598788044427,34,Platinum,False,False,True,True,False,Quick Wins
157,Gombak Place,West,Unknown,1.348172638424996,103.7588930854489,0,0.0,0,0.0,1,50.0,1,5.88235294117647,476,100.0,0.0,87150.0,12640.0,41.02910680967929,4,10,23.792357606344627,50.0,20.098039215686274,38.273821472007974,25.550773892582782,35,Platinum,False,False,True,True,False,Quick Wins
104,The Cathay,Central,Unknown,1.2992060914543,103.8478268172409,9,4.3478260869565215,2,28.57142857142857,0,0.0,0,0.0,235,49.36974789915966,0.0,12630.0,2560.0,6.641312248786491,53,10,57.35400144196106,100.0,13.042463362156454,54.66510456358252,25.52925572258427,36,Platinum,False,False,True,True,True,Pioneer HPM
31,The Paragon,Central,Unknown,1.303872308799947,103.8358575454689,8,3.864734299516908,3,42.857142857142854,0,0.0,8,47.05882352941176,0,0.0,0.0,19260.0,2670.0,8.949521524341241,28,7,32.33597692862293,100.0,15.826104999165528,47.095166150988064,25.206823344712294,37,Platinum,False,False,True,True,True,Pioneer HPM
132,Raffles City Shopping Centre,Central,Unknown,1.293893578633135,103.8531199046559,32,15.458937198067632,1,14.285714285714285,0,0.0,4,23.52941176470588,10,2.100840336134454,0.0,7130.0,1410.0,3.715609274013643,52,17,75.0901225666907,100.0,10.316558185270887,59.601910613568116,25.102163913760055,38,Platinum,False,False,True,True,True,Pioneer HPM
35,Raffles City,Central,Tincel Properties,1.293893578633135,103.8531199046559,32,15.458937198067632,1,14.285714285714285,0,0.0,4,23.52941176470588,10,2.100840336134454,0.0,7130.0,1410.0,3.715609274013643,52,17,75.0901225666907,100.0,10.316558185270887,59.601910613568116,25.102163913760055,39,Platinum,False,False,True,True,True,Pioneer HPM
44,Thomson Plaza,Central,Unknown,1.354669024964243,103.830919782333,55,26.570048309178745,1,14.285714285714285,0,0.0,10,58.82352941176471,12,2.5210084033613445,0.0,29390.0,6000.0,15.49527235498985,10,4,12.112472963229992,100.0,17.371231906611275,42.53591510607328,24.920636866449875,40,Platinum,False,False,True,True,False,Quick Wins
78,The Seletar Mall,North-East,Unknown,1.391470153746278,103.876125507257,32,15.458937198067632,0,0.0,2,100.0,6,35.294117647058826,0,0.0,0.0,108000.0,11800.0,47.1556243647659,9,10,27.2170151405912,0.0,24.882384515803096,24.790879835119036,24.85493311159788,41,Platinum,False,False,True,True,False,Quick Wins
209,888 Plaza,North,Unknown,1.437704749703643,103.795268998896,4,1.932367149758454,0,0.0,0,0.0,4,23.52941176470588,14,2.941176470588235,0.0,175250.0,15000.0,72.55849895061253,14,17,49.06272530641672,100.0,3.4779451232989165,73.87374141900975,24.596684012012165,42,Platinum,False,False,True,False,True,Strategic Investment
85,Jurong Point,West,Unknown,1.334844874712597,103.7204620242775,60,28.985507246376812,0,0.0,1,50.0,8,47.05882352941176,0,0.0,0.0,40990.0,5140.0,18.528874661693223,3,11,25.73900504686373,50.0,21.6136212939282,31.42262656951899,24.556322876605435,43,Platinum,False,False,True,True,False,Quick Wins
62,Tampines 1,East,ARMF II (Tampines) Pte Ltd,1.352227945045802,103.9524374430853,10,4.830917874396135,0,0.0,1,50.0,7,41.17647058823529,4,0.8403361344537815,0.0,130980.0,20200.0,62.81235719272725,12,11,31.90338860850757,50.0,14.34378904540882,48.238581933744946,24.512226911909657,44,Platinum,False,False,True,True,True,Pioneer HPM
106,Clementi Mall,West,Unknown,1.314896196393653,103.764423054189,46,22.22222222222222,0,0.0,0,0.0,10,58.82352941176471,0,0.0,0.0,49680.0,10420.0,26.457978041656094,4,12,29.05551550108147,100.0,12.708787218591143,51.837831180912524,24.447500407287556,45,Platinum,False,False,True,True,True,Pioneer HPM
15,HDB Hub,Central,Unknown,1.332054851904816,103.8485076430788,26,12.560386473429952,0,0.0,1,50.0,4,23.52941176470588,33,6.932773109243698,0.0,103240.0,21020.0,54.37716364869247,11,11,31.218457101658252,50.0,15.207016784169381,45.19854025011691,24.20447382395364,46,Platinum,False,False,True,True,False,Quick Wins
120,HarbourFront Centre,Central,Mapletree Investments,1.263775661432495,103.818562209388,51,24.637681159420293,2,28.57142857142857,0,0.0,7,41.17647058823529,2,0.4201680672268907,0.0,15770.0,3800.0,8.868708491177092,6,3,6.74116798846431,100.0,17.814855410763336,38.536625493213805,24.031386435498476,47,Gold,False,False,True,True,False,Quick Wins
75,NEX,North-East,Unknown,1.350769352578452,103.8722961438613,28,13.526570048309178,1,14.285714285714285,1,50.0,3,17.647058823529413,2,0.4201680672268907,0.0,50170.0,9400.0,25.646905406154723,11,15,41.74477289113194,50.0,17.272786731439755,39.13055943242889,23.830118541736493,48,Gold,False,False,True,True,False,Quick Wins
119,GV Yishun,North,Golden Village,1.429915542023897,103.8364733961239,25,12.07729468599034,0,0.0,2,100.0,1,5.88235294117647,10,2.100840336134454,0.0,145200.0,19110.0,66.49699265239914,5,10,24.47728911319394,0.0,20.90849222136519,30.32476058853103,23.73337273151494,49,Gold,False,False,True,True,False,Quick Wins
71,Sun Plaza,North,Canberra Development Pte Ltd,1.44819535371132,103.8195021271551,14,6.763285024154589,0,0.0,2,100.0,3,17.647058823529413,10,2.100840336134454,0.0,100690.0,8970.0,42.02437591625932,4,19,47.47656813266042,0.0,20.73956796889448,29.83364801630658,23.467791983118108,50,Gold,False,False,True,True,False,Quick Wins
130,Orchard Towers,Central,Unknown,1.306977965543302,103.8292141386793,4,1.932367149758454,4,57.14285714285714,0,0.0,2,11.76470588235294,0,0.0,0.0,29800.0,4210.0,13.922414828582925,19,4,18.27685652487383,100.0,14.542370893607039,44.066423784485586,23.399586760870605,51,Gold,False,False,False,True,False,Quick Wins
112,Forum The Shopping Mall,Central,Unknown,1.306097521645643,103.8286785560409,4,1.932367149758454,4,57.14285714285714,0,0.0,1,5.88235294117647,0,0.0,0.0,29550.0,4190.0,13.820242518723305,18,6,22.85508291276135,100.0,13.88877612236521,45.558441810494884,23.389675828804112,52,Gold,False,False,False,True,False,Quick Wins
87,Pioneer Mall,West,Unknown,1.341650627650517,103.6971292926576,4,1.932367149758454,0,0.0,0,0.0,4,23.52941176470588,18,3.7815126050420167,0.0,131300.0,14920.0,57.87731979899746,8,19,50.21629416005768,100.0,3.5713158049048923,69.36453798635172,23.30928245933894,53,Gold,False,False,False,False,True,Strategic Investment
14,Great World,Central,Unknown,1.293422726500028,103.8320221466545,16,7.729468599033816,1,14.285714285714285,1,50.0,3,17.647058823529413,7,1.4705882352941175,0.0,62510.0,11570.0,31.81947498747096,26,10,38.86085075702955,50.0,15.779194125315183,40.22677524816684,23.113468462170676,54,Gold,False,False,False,True,False,Quick Wins
30,Palais Renaissance,Central,City Developments Limited,1.306654845431923,103.8295880451874,4,1.932367149758454,4,57.14285714285714,0,0.0,1,5.88235294117647,0,0.0,0.0,29800.0,4210.0,13.922414828582925,20,4,18.96178803172314,100.0,13.88877612236521,44.29473428676869,23.01056357168625,55,Gold,False,False,False,True,False,Quick Wins
41,Tanjong Pagar Centre,Central,Unknown,1.276583606968434,103.8459363035937,16,7.729468599033816,0,0.0,1,50.0,4,23.52941176470588,15,3.1512605042016806,0.0,28210.0,6800.0,15.86699741018638,63,12,69.46647440519106,50.0,13.444927085165787,45.11115727179248,22.94479614115379,56,Gold,False,False,False,True,False,Quick Wins
224,Kitchener Complex,Central,Unknown,1.308810282348931,103.8619069738904,8,3.864734299516908,2,28.57142857142857,1,50.0,2,11.76470588235294,10,2.100840336134454,0.0,27110.0,6680.0,15.386885459407493,28,11,42.86229271809661,50.0,17.296693234459642,36.083059392501376,22.932603081872163,57,Gold,False,False,False,True,False,Quick Wins
205,Tampines Mart,East,Unknown,1.354364937990946,103.9600421882809,12,5.797101449275362,0,0.0,0,0.0,3,17.647058823529413,18,3.7815126050420167,0.0,145660.0,22010.0,69.4187898298483,4,13,31.687094448449898,100.0,3.9912583390844265,67.03529475943273,22.90446926518892,58,Gold,False,False,False,False,True,Strategic Investment
217,Albert Centre,Central,Unknown,1.301102015734238,103.8541157790862,10,4.830917874396135,1,14.285714285714285,0,0.0,0,0.0,0,0.0,0.0,33030.0,7820.0,18.442608379416683,49,19,78.2984859408796,100.0,4.516524806379879,65.58036477343211,22.835676796495544,59,Gold,False,False,False,False,True,Strategic Investment
23,Marina Bay Link Mall,Central,Unknown,1.280238254460868,103.8533696625463,12,5.797101449275362,1,14.285714285714285,0,0.0,7,41.17647058823529,2,0.4201680672268907,0.0,13910.0,2750.0,7.24807546826583,60,7,54.25378514780101,100.0,9.406757872231017,53.833953538688945,22.734916572168395,60,Gold,False,False,False,False,True,Strategic Investment
34,Plaza Singapura,Central,DBS Land,1.300747709639166,103.8450475734307,35,16.908212560386474,1,14.285714285714285,0,0.0,3,17.647058823529413,133,27.941176470588236,0.0,19450.0,3440.0,9.747859940050974,31,4,26.49603460706561,100.0,12.936688362945823,45.41463151570553,22.680071308773737,61,Gold,False,False,False,True,False,Quick Wins
151,Bedok Town Centre,East,Unknown,1.326359095206174,103.9299959190762,28,13.526570048309178,1,14.285714285714285,1,50.0,1,5.88235294117647,0,0.0,0.0,81840.0,16700.0,43.14108025188925,5,8,19.2141312184571,50.0,15.918911848153108,37.451737156782116,22.37875944074181,62,Gold,False,False,False,True,False,Quick Wins
175,Hougang Green Shopping Mall,North-East,Unknown,1.379245290701614,103.8878320171013,2,0.966183574879227,0,0.0,0,0.0,3,17.647058823529413,20,4.201680672268908,0.0,145260.0,20740.0,68.07326448416838,11,13,36.4816149963951,100.0,2.69602204811071,68.1849598268545,22.342703381733845,63,Gold,False,False,False,False,True,Strategic Investment
53,Eastpoint Mall,East,Unknown,1.342705923555769,103.9530246182335,33,15.942028985507244,0,0.0,1,50.0,7,41.17647058823529,14,2.941176470588235,0.0,39450.0,5900.0,18.7427777651031,6,12,30.4253785147801,50.0,17.663635502510182,33.056052093294404,22.281360479745448,64,Gold,False,False,False,True,False,Quick Wins
101,"Capitol Building, Singapore",Central,Unknown,1.293541435570915,103.8515692867832,14,6.763285024154589,1,14.285714285714285,0,0.0,2,11.76470588235294,36,7.563025210084033,0.0,8150.0,1800.0,4.426934424275261,53,14,67.88031723143474,100.0,7.200819136028001,57.43575055190335,22.271298560790605,65,Gold,False,False,False,False,True,Strategic Investment
210,Admiralty Place,North,Unknown,1.440275365386474,103.8012901083348,8,3.864734299516908,0,0.0,1,50.0,2,11.76470588235294,13,2.73109243697479,0.0,134250.0,11490.0,55.58263478672225,4,16,39.58183129055515,50.0,11.017514896457776,48.38815535909247,22.228707035248185,66,Gold,False,False,False,True,True,Pioneer HPM
73,Heartland Mall,North-East,Unknown,1.359541773255625,103.8851673727259,21,10.144927536231885,1,14.285714285714285,1,50.0,5,29.411764705882355,10,2.100840336134454,0.0,57130.0,10520.0,29.029129170826018,3,8,17.84426820475847,50.0,17.827372494891677,32.29113245852816,22.166500483982617,67,Gold,False,False,False,True,False,Quick Wins
17,ION Orchard,Central,Unknown,1.303979741445055,103.832032328465,23,11.11111111111111,1,14.285714285714285,0,0.0,5,29.411764705882355,0,0.0,0.0,30970.0,4370.0,14.46398034757381,24,11,40.122566690699344,100.0,9.528996783898744,51.52884901275772,22.128952452556437,68,Gold,False,False,False,False,True,Strategic Investment
149,Kebun Baru Mall,North-East,Unknown,1.366825902336275,103.8398610741315,2,0.966183574879227,1,14.285714285714285,1,50.0,3,17.647058823529413,99,20.798319327731093,0.0,64530.0,14490.0,35.278763724720385,15,7,23.431867339581828,50.0,16.048029517765237,36.236877021434076,22.10468376886589,69,Gold,False,False,False,True,False,Quick Wins
199,Sembawang Town Centre,North,Unknown,1.439777014762418,103.8005734598214,7,3.3816425120772946,0,0.0,1,50.0,2,11.76470588235294,11,2.3109243697478994,0.0,134250.0,11490.0,55.58263478672225,4,16,39.58183129055515,50.0,10.836637392477119,48.38815535909247,22.102092782461725,70,Gold,False,False,False,True,True,Pioneer HPM
6,The Centrepoint,Central,Frasers Centrepoint,1.302303823328855,103.8397581729686,7,3.3816425120772946,2,28.57142857142857,0,0.0,1,5.88235294117647,10,2.100840336134454,26.666666666666664,16230.0,2000.0,7.302918144756092,36,6,35.18385003604902,100.0,11.138535929669775,47.49558939360171,22.045651968849356,71,Gold,False,False,False,True,True,Pioneer HPM
114,"Funan, Singapore",Central,Unknown,1.291612706051295,103.8494788502519,24,11.594202898550725,0,0.0,0,0.0,2,11.76470588235294,63,13.23529411764706,0.0,9630.0,2060.0,5.166995007873994,57,15,73.25162220620044,100.0,5.998389694041869,59.47287240469148,22.040734507236753,72,Gold,False,False,False,False,True,Strategic Investment
215,Chong Pang City,North,Unknown,1.430832994617558,103.829006127711,3,1.4492753623188406,0,0.0,1,50.0,9,52.94117647058824,2,0.4201680672268907,0.0,95710.0,14380.0,45.53499783867429,5,9,21.84571016582552,50.0,14.664948104845802,39.1269026681666,22.00353447384204,73,Gold,False,False,False,True,False,Quick Wins
113,Fu Lu Shou Complex,Central,Unknown,1.301512585719199,103.854497235401,3,1.4492753623188406,1,14.285714285714285,0,0.0,0,0.0,0,0.0,0.0,32840.0,7800.0,18.36037435581389,54,17,76.45998558038933,100.0,3.5771796641361857,64.94011997873442,21.986061758515657,74,Gold,False,False,False,False,True,Strategic Investment
8,CityLink Mall,Central,Unknown,1.292777731289308,103.854173501417,27,13.043478260869565,1,14.285714285714285,0,0.0,3,17.647058823529413,10,2.100840336134454,0.0,5380.0,1250.0,2.9813069878734595,51,9,53.352559480894016,100.0,8.992002598140706,52.11128882292249,21.92778846557524,75,Gold,False,False,False,False,True,Strategic Investment
7,City Square Mall,Central,Unknown,1.311421031076843,103.8566240199911,34,16.425120772946862,1,14.285714285714285,0,0.0,2,11.76470588235294,34,7.142857142857142,0.0,36830.0,8740.0,20.58378789666672,28,6,29.704397981254505,100.0,9.837977058778423,50.09606195930708,21.91540252893702,76,Gold,False,False,False,False,True,Strategic Investment
19,Junction 8,Central,Unknown,1.350481253450499,103.848760473211,41,19.806763285024154,0,0.0,1,50.0,5,29.411764705882355,12,2.5210084033613445,0.0,57930.0,10040.0,28.836666176635234,10,6,17.375630857966833,50.0,17.383297924644896,32.07076567820069,21.78953825071163,77,Gold,False,False,False,True,False,Quick Wins
38,The South Beach,Central,Unknown,1.294988043920564,103.856276242094,24,11.594202898550725,1,14.285714285714285,0,0.0,1,5.88235294117647,5,1.050420168067227,0.0,6920.0,1750.0,3.970459263203237,39,16,63.55443403028118,100.0,7.165523214116564,55.84163109782814,21.768355579230036,78,Gold,False,False,False,False,True,Strategic Investment
165,Limbang Shopping Centre,West,Unknown,1.392460492417345,103.7427781303518,2,0.966183574879227,0,0.0,2,100.0,5,29.411764705882355,32,6.722689075630252,0.0,94850.0,9600.0,40.68524374329826,13,10,29.95674116798846,0.0,20.949990302078962,23.547328303762242,21.729191702583947,79,Gold,False,False,False,True,False,Quick Wins
21,Lucky Plaza,Central,Unknown,1.304506046466357,103.8339623398165,15,7.246376811594203,2,28.57142857142857,0,0.0,3,17.647058823529413,0,0.0,0.0,25630.0,3700.0,12.049752947100927,25,8,32.9127613554434,100.0,10.322873110596895,48.320838100848114,21.72226260767226,80,Gold,False,False,False,True,True,Pioneer HPM
13,Funan,Central,Unknown,1.291347596977954,103.8499897900843,24,11.594202898550725,0,0.0,0,0.0,2,11.76470588235294,51,10.714285714285714,0.0,8140.0,1800.0,4.42361137656579,60,14,72.67483777937996,100.0,5.718277649223941,59.03281638531526,21.712639270051337,81,Gold,False,False,False,False,True,Strategic Investment
64,White Sands,East,Unknown,1.365636109416956,103.9608618146777,31,14.975845410628018,0,0.0,2,100.0,2,11.76470588235294,3,0.6302521008403361,0.0,69100.0,8710.0,31.27861867944435,1,13,29.632299927901947,0.0,22.20384127886259,20.3036395357821,21.633780755938442,82,Gold,False,False,False,True,False,Quick Wins
